Batsman,Bowler,Runs_Scored,Balls_Faced,Player_Out,ID
Bipul Sharma,NLTC Perera,3,3,Not Out,2016
Bipul Sharma,NM Coulter-Nile,1,2,Not Out,2017
Bipul Sharma,P Kumar,11,5,Not Out,2016
Bipul Sharma,PP Chawla,1,2,Bipul Sharma,2015
Bipul Sharma,PP Ojha,6,3,Not Out,2009/10
Bipul Sharma,R Bhatia,5,2,Not Out,2011
Bipul Sharma,R Bhatia,3,5,Not Out,2012
Bipul Sharma,R Sharma,15,8,Not Out,2012
Bipul Sharma,RP Singh,2,3,Not Out,2009/10
Bipul Sharma,SK Trivedi,1,1,Not Out,2009/10
Bipul Sharma,SK Trivedi,8,5,Not Out,2012
Bipul Sharma,SL Malinga,1,2,Bipul Sharma,2011
Bipul Sharma,SL Malinga,5,3,Not Out,2011
Bipul Sharma,SP Narine,1,2,Bipul Sharma,2012
Bipul Sharma,TA Boult,13,9,Not Out,2017
Bipul Sharma,TA Boult,1,1,Not Out,2017
C Madan,A Mishra,0,3,Not Out,2009/10
C Madan,A Nehra,9,11,Not Out,2009/10
C Madan,AB McDonald,0,1,C Madan,2009/10
C Madan,PJ Sangwan,6,6,Not Out,2009/10
C Munro,Abhishek Sharma,8,4,C Munro,2019
C Munro,B Kumar,4,4,Not Out,2016
C Munro,B Kumar,1,3,Not Out,2019
C Munro,BB Sran,0,1,Not Out,2016
C Munro,BB Sran,7,6,Not Out,2016
C Munro,Basil Thampi,11,5,Not Out,2019
C Munro,DJ Hooda,5,4,C Munro,2016
C Munro,DJ Hooda,1,1,Not Out,2016
C Munro,DJ Hooda,2,3,Not Out,2019
C Munro,DL Chahar,6,6,Not Out,2019
C Munro,DS Kulkarni,0,1,C Munro,2018
C Munro,HH Pandya,3,3,Not Out,2016
C Munro,Harbhajan Singh,18,13,Not Out,2019
C Munro,J Yadav,2,3,Not Out,2019
C Munro,JJ Bumrah,1,3,Not Out,2016
C Munro,KH Pandya,0,2,C Munro,2019
C Munro,KK Ahmed,21,9,Not Out,2019
C Munro,KM Asif,14,5,C Munro,2018
C Munro,KS Williamson,5,3,Not Out,2016
C Munro,Kuldeep Yadav,8,4,Not Out,2018
C Munro,L Ngidi,1,7,Not Out,2018
C Munro,MC Henriques,2,3,Not Out,2016
C Munro,MG Johnson,1,1,Not Out,2018
C Munro,MM Sharma,2,2,Not Out,2018
C Munro,Mohammad Nabi,2,2,Not Out,2019
C Munro,Mujeeb Ur Rahman,0,1,C Munro,2018
C Munro,Mustafizur Rahman,2,3,Not Out,2016
C Munro,PP Chawla,9,3,Not Out,2018
C Munro,R Ashwin,2,3,Not Out,2018
C Munro,RA Jadeja,3,5,C Munro,2019
C Munro,RD Chahar,1,5,Not Out,2019
C Munro,Rashid Khan,1,6,C Munro,2019
C Munro,SP Narine,10,5,Not Out,2018
C Munro,SR Watson,11,4,Not Out,2018
C Munro,Sandeep Sharma,8,6,Not Out,2019
C Munro,Shivam Mavi,5,5,C Munro,2018
C Nanda,MM Patel,0,1,C Nanda,2009
C Sakariya,Arshdeep Singh,5,3,C Sakariya,2021
C Sakariya,CV Varun,0,1,Not Out,2021
C Sakariya,HV Patel,0,1,C Sakariya,2021
C Sakariya,HV Patel,2,2,C Sakariya,2021
C Sakariya,JJ Bumrah,1,6,Not Out,2021
C Sakariya,Mohammed Shami,2,3,Not Out,2021
C Sakariya,NM Coulter-Nile,5,5,C Sakariya,2021
C Sakariya,SP Narine,1,4,Not Out,2021
C de Grandhomme,A Choudhary,3,7,Not Out,2017
C de Grandhomme,A Nehra,0,1,Not Out,2017
C de Grandhomme,B Kumar,0,1,C de Grandhomme,2017
C de Grandhomme,B Kumar,8,7,Not Out,2017
C de Grandhomme,B Kumar,7,8,C de Grandhomme,2018
C de Grandhomme,B Kumar,5,2,Not Out,2019
C de Grandhomme,BA Stokes,6,3,Not Out,2017
C de Grandhomme,Basil Thampi,22,9,Not Out,2018
C de Grandhomme,DJ Bravo,6,2,Not Out,2018
C de Grandhomme,DJ Willey,0,1,C de Grandhomme,2018
C de Grandhomme,DT Christian,7,4,Not Out,2017
C de Grandhomme,HH Pandya,7,4,C de Grandhomme,2017
C de Grandhomme,HH Pandya,1,1,Not Out,2018
C de Grandhomme,HH Pandya,1,1,Not Out,2019
C de Grandhomme,HV Patel,1,2,Not Out,2018
C de Grandhomme,Harbhajan Singh,6,5,Not Out,2018
C de Grandhomme,IS Sodhi,1,2,C de Grandhomme,2018
C de Grandhomme,Imran Tahir,22,9,Not Out,2017
C de Grandhomme,Imran Tahir,4,3,Not Out,2018
C de Grandhomme,Imran Tahir,4,4,Not Out,2019
C de Grandhomme,JD Unadkat,0,2,C de Grandhomme,2017
C de Grandhomme,JJ Bumrah,1,4,Not Out,2018
C de Grandhomme,JJ Bumrah,1,7,C de Grandhomme,2019
C de Grandhomme,KH Pandya,8,6,Not Out,2017
C de Grandhomme,KK Ahmed,2,2,Not Out,2019
C de Grandhomme,KV Sharma,0,1,C de Grandhomme,2017
C de Grandhomme,MG Johnson,1,1,Not Out,2017
C de Grandhomme,MG Johnson,6,2,Not Out,2018
C de Grandhomme,MJ Henry,5,2,Not Out,2017
C de Grandhomme,MJ McClenaghan,21,5,Not Out,2018
C de Grandhomme,MM Sharma,2,2,Not Out,2017
C de Grandhomme,Mohammed Siraj,9,5,Not Out,2017
C de Grandhomme,P Negi,9,8,C de Grandhomme,2017
C de Grandhomme,R Vinay Kumar,13,5,Not Out,2017
C de Grandhomme,RA Jadeja,0,1,Not Out,2018
C de Grandhomme,RA Jadeja,2,2,Not Out,2018
C de Grandhomme,RA Jadeja,0,2,C de Grandhomme,2019
C de Grandhomme,Rashid Khan,12,6,Not Out,2018
C de Grandhomme,Rashid Khan,20,15,UT Yadav,2019
C de Grandhomme,Rashid Khan,1,2,Not Out,2019
C de Grandhomme,S Badree,7,3,Not Out,2017
C de Grandhomme,S Gopal,1,1,Not Out,2018
C de Grandhomme,S Kaul,1,3,C de Grandhomme,2017
C de Grandhomme,S Kaul,7,8,Not Out,2018
C de Grandhomme,S Kaul,9,5,C de Grandhomme,2018
C de Grandhomme,S Kaul,8,9,Not Out,2019
C de Grandhomme,SN Thakur,1,1,Not Out,2017
C de Grandhomme,SN Thakur,1,1,Not Out,2018
C de Grandhomme,Sandeep Sharma,4,3,Not Out,2017
C de Grandhomme,Sandeep Sharma,5,5,Not Out,2018
C de Grandhomme,Sandeep Sharma,0,1,Not Out,2019
C de Grandhomme,Shakib Al Hasan,2,3,Not Out,2018
C de Grandhomme,Shakib Al Hasan,9,3,Not Out,2018
C de Grandhomme,Shivam Mavi,5,5,Not Out,2018
C de Grandhomme,TA Boult,2,3,Not Out,2018
C de Grandhomme,TM Head,9,5,Not Out,2017
C de Grandhomme,V Shankar,4,5,Not Out,2019
C de Grandhomme,YS Chahal,0,2,C de Grandhomme,2017
C de Grandhomme,YS Chahal,3,5,Not Out,2017
C de Grandhomme,Z Khan,1,2,C de Grandhomme,2017
CA Ingram,BCJ Cutting,5,4,CA Ingram,2019
CA Ingram,DE Bollinger,1,2,Not Out,2011
CA Ingram,DJ Bravo,2,2,CA Ingram,2019
CA Ingram,GC Viljoen,7,5,Not Out,2019
CA Ingram,GC Viljoen,17,7,Not Out,2019
CA Ingram,HH Pandya,14,7,Not Out,2019
CA Ingram,Harbhajan Singh,1,1,Not Out,2011
CA Ingram,IS Sodhi,1,3,CA Ingram,2019
CA Ingram,Imran Tahir,1,3,Not Out,2019
CA Ingram,JC Archer,2,4,Not Out,2019
CA Ingram,JD Unadkat,1,1,Not Out,2019
CA Ingram,JJ Bumrah,3,6,Not Out,2019
CA Ingram,K Gowtham,6,12,Not Out,2019
CA Ingram,KH Pandya,19,9,Not Out,2019
CA Ingram,Kuldeep Yadav,4,4,CA Ingram,2019
CA Ingram,LH Ferguson,6,3,Not Out,2019
CA Ingram,M Ashwin,13,8,Not Out,2019
CA Ingram,MJ McClenaghan,5,3,Not Out,2019
CA Ingram,MM Ali,2,10,CA Ingram,2019
CA Ingram,MR Marsh,5,5,Not Out,2011
CA Ingram,Mohammed Shami,1,3,Not Out,2019
CA Ingram,Mohammed Shami,2,3,CA Ingram,2019
CA Ingram,Mujeeb Ur Rahman,13,8,Not Out,2019
CA Ingram,N Rana,3,3,Not Out,2019
CA Ingram,Navdeep Saini,10,5,CA Ingram,2019
CA Ingram,P Negi,13,8,Not Out,2019
CA Ingram,PP Chawla,11,3,Not Out,2019
CA Ingram,R Ashwin,5,9,CA Ingram,2011
CA Ingram,R Ashwin,3,3,Not Out,2019
CA Ingram,R Sharma,1,1,Not Out,2011
CA Ingram,RA Jadeja,0,2,CA Ingram,2019
CA Ingram,Rashid Khan,2,3,Not Out,2019
CA Ingram,Rasikh Salam,1,3,Not Out,2019
CA Ingram,S Gopal,2,5,Not Out,2019
CA Ingram,S Kaul,1,3,CA Ingram,2019
CA Ingram,SK Raina,1,1,Not Out,2011
CA Ingram,SL Malinga,0,1,CA Ingram,2011
CA Ingram,SM Curran,1,2,CA Ingram,2019
CA Ingram,STR Binny,3,3,Not Out,2019
CA Ingram,Sandeep Sharma,2,3,Not Out,2019
CA Ingram,Washington Sundar,1,1,Not Out,2019
CA Ingram,YS Chahal,7,4,Not Out,2019
CA Ingram,YS Chahal,0,1,Not Out,2019
CA Ingram,Yuvraj Singh,7,6,Not Out,2011
CA Lynn,A Chandila,1,3,Not Out,2012
CA Lynn,A Choudhary,14,6,Not Out,2017
CA Lynn,AB Dinda,3,3,Not Out,2014
CA Lynn,AJ Tye,14,6,CA Lynn,2018
CA Lynn,AJ Tye,6,2,CA Lynn,2018
CA Lynn,AJ Tye,10,3,CA Lynn,2019
CA Lynn,AR Patel,1,4,CA Lynn,2014
CA Lynn,AR Patel,21,11,Not Out,2017
CA Lynn,AS Rajpoot,9,5,Not Out,2018
CA Lynn,Anureet Singh,2,2,Not Out,2018
CA Lynn,Arshdeep Singh,21,8,Not Out,2019
CA Lynn,B Kumar,6,2,CA Lynn,2017
CA Lynn,B Kumar,5,3,Not Out,2018
CA Lynn,B Kumar,14,9,Not Out,2018
CA Lynn,B Kumar,9,6,Not Out,2018
CA Lynn,B Kumar,1,5,Not Out,2019
CA Lynn,B Kumar,7,8,Not Out,2019
CA Lynn,B Stanlake,12,8,Not Out,2018
CA Lynn,BA Stokes,7,11,CA Lynn,2018
CA Lynn,BB Sran,22,10,Not Out,2018
CA Lynn,BB Sran,7,2,Not Out,2018
CA Lynn,BB Sran,9,3,Not Out,2019
CA Lynn,CH Morris,6,5,Not Out,2018
CA Lynn,CH Morris,9,7,Not Out,2019
CA Lynn,CR Brathwaite,8,5,Not Out,2018
CA Lynn,CR Brathwaite,10,5,Not Out,2018
CA Lynn,CR Woakes,4,5,CA Lynn,2018
CA Lynn,CV Varun,1,1,Not Out,2019
CA Lynn,DL Chahar,5,3,Not Out,2018
CA Lynn,DL Chahar,0,5,CA Lynn,2019
CA Lynn,DL Chahar,30,16,Not Out,2019
CA Lynn,DR Smith,23,6,Not Out,2017
CA Lynn,DS Kulkarni,28,10,Not Out,2017
CA Lynn,DS Kulkarni,18,9,Not Out,2019
CA Lynn,DT Christian,7,5,Not Out,2021
CA Lynn,DW Steyn,1,2,CA Lynn,2019
CA Lynn,GJ Maxwell,0,1,CA Lynn,2018
CA Lynn,HH Pandya,1,3,CA Lynn,2019
CA Lynn,HV Patel,1,3,Not Out,2019
CA Lynn,HV Patel,8,3,Not Out,2021
CA Lynn,Harbhajan Singh,2,3,Not Out,2018
CA Lynn,IS Sodhi,7,10,Not Out,2018
CA Lynn,IS Sodhi,1,2,Not Out,2018
CA Lynn,Imran Tahir,5,2,Not Out,2018
CA Lynn,Imran Tahir,4,7,CA Lynn,2019
CA Lynn,JA Morkel,10,8,Not Out,2014
CA Lynn,JC Archer,19,7,Not Out,2018
CA Lynn,JC Archer,2,3,Not Out,2018
CA Lynn,JC Archer,11,11,Not Out,2019
CA Lynn,JD Unadkat,7,8,Not Out,2018
CA Lynn,JD Unadkat,5,2,Not Out,2018
CA Lynn,JJ Bumrah,7,6,Not Out,2016
CA Lynn,JJ Bumrah,4,7,CA Lynn,2017
CA Lynn,JJ Bumrah,1,2,CA Lynn,2017
CA Lynn,JJ Bumrah,8,5,Not Out,2018
CA Lynn,JJ Bumrah,6,4,Not Out,2019
CA Lynn,JJ Bumrah,7,3,Not Out,2019
CA Lynn,K Gowtham,0,2,CA Lynn,2018
CA Lynn,K Gowtham,3,4,Not Out,2018
CA Lynn,K Gowtham,8,11,Not Out,2018
CA Lynn,K Rabada,9,7,CA Lynn,2019
CA Lynn,KA Jamieson,2,7,Not Out,2021
CA Lynn,KH Pandya,2,3,Not Out,2017
CA Lynn,KH Pandya,2,5,Not Out,2018
CA Lynn,KH Pandya,22,12,Not Out,2019
CA Lynn,KH Pandya,3,8,Not Out,2019
CA Lynn,KK Ahmed,7,2,Not Out,2018
CA Lynn,KK Ahmed,10,13,CA Lynn,2019
CA Lynn,KV Sharma,2,2,Not Out,2017
CA Lynn,L Balaji,6,4,Not Out,2014
CA Lynn,L Ngidi,12,6,CA Lynn,2018
CA Lynn,M Ashwin,11,10,Not Out,2018
CA Lynn,M Muralitharan,16,7,Not Out,2014
CA Lynn,MA Starc,1,1,Not Out,2014
CA Lynn,MG Johnson,8,5,Not Out,2017
CA Lynn,MG Johnson,3,6,Not Out,2017
CA Lynn,MJ Henry,23,10,CA Lynn,2017
CA Lynn,MJ McClenaghan,1,2,Not Out,2016
CA Lynn,MJ McClenaghan,12,9,Not Out,2017
CA Lynn,MJ McClenaghan,9,8,CA Lynn,2018
CA Lynn,MJ McClenaghan,19,10,Not Out,2018
CA Lynn,MJ McClenaghan,8,5,Not Out,2019
CA Lynn,MJ Santner,11,8,Not Out,2019
CA Lynn,MM Sharma,5,2,Not Out,2017
CA Lynn,MM Sharma,10,8,Not Out,2018
CA Lynn,MP Stoinis,1,2,Not Out,2019
CA Lynn,MS Gony,10,6,Not Out,2017
CA Lynn,Mohammed Shami,3,4,CA Lynn,2018
CA Lynn,Mohammed Shami,9,9,CA Lynn,2019
CA Lynn,Mohammed Shami,3,5,Not Out,2019
CA Lynn,Mohammed Siraj,8,11,Not Out,2018
CA Lynn,Mohammed Siraj,8,4,Not Out,2019
CA Lynn,Mohammed Siraj,2,3,Not Out,2021
CA Lynn,Mujeeb Ur Rahman,10,9,Not Out,2018
CA Lynn,Mujeeb Ur Rahman,3,4,Not Out,2018
CA Lynn,Navdeep Saini,1,2,Not Out,2019
CA Lynn,P Kumar,8,6,Not Out,2017
CA Lynn,P Negi,1,2,CA Lynn,2017
CA Lynn,P Negi,1,2,CA Lynn,2019
CA Lynn,R Ashwin,12,8,Not Out,2018
CA Lynn,R Ashwin,1,1,Not Out,2018
CA Lynn,R Ashwin,12,6,Not Out,2019
CA Lynn,R Dhawan,6,7,Not Out,2014
CA Lynn,R Tewatia,7,12,Not Out,2017
CA Lynn,R Tewatia,2,3,Not Out,2018
CA Lynn,R Vinay Kumar,0,2,CA Lynn,2017
CA Lynn,RA Jadeja,5,6,CA Lynn,2018
CA Lynn,RA Jadeja,28,13,Not Out,2019
CA Lynn,RD Chahar,11,5,CA Lynn,2019
CA Lynn,RD Chahar,12,6,Not Out,2019
CA Lynn,Rashid Khan,3,3,Not Out,2018
CA Lynn,Rashid Khan,9,10,Not Out,2018
CA Lynn,Rashid Khan,6,6,CA Lynn,2018
CA Lynn,Rashid Khan,5,5,Not Out,2019
CA Lynn,S Aravind,1,4,Not Out,2016
CA Lynn,S Badree,1,2,Not Out,2017
CA Lynn,S Gopal,2,5,CA Lynn,2018
CA Lynn,S Gopal,15,8,CA Lynn,2019
CA Lynn,S Kaul,24,10,Not Out,2018
CA Lynn,S Kaul,11,9,CA Lynn,2018
CA Lynn,S Kaul,13,7,Not Out,2018
CA Lynn,S Kaushik,17,11,Not Out,2017
CA Lynn,S Lamichhane,1,1,Not Out,2019
CA Lynn,S Midhun,6,4,Not Out,2019
CA Lynn,S Nadeem,8,8,Not Out,2018
CA Lynn,S Nadeem,17,15,Not Out,2019
CA Lynn,SB Jakati,7,7,Not Out,2017
CA Lynn,SK Trivedi,1,2,CA Lynn,2012
CA Lynn,SL Malinga,14,9,Not Out,2017
CA Lynn,SL Malinga,6,5,Not Out,2019
CA Lynn,SL Malinga,10,4,Not Out,2019
CA Lynn,SN Thakur,9,9,Not Out,2019
CA Lynn,SR Watson,4,3,Not Out,2016
CA Lynn,SR Watson,5,2,Not Out,2018
CA Lynn,STR Binny,9,3,Not Out,2016
CA Lynn,SW Tait,4,5,Not Out,2012
CA Lynn,Sandeep Sharma,0,5,Not Out,2014
CA Lynn,Sandeep Sharma,13,10,Not Out,2017
CA Lynn,Sandeep Sharma,7,3,Not Out,2018
CA Lynn,Sandeep Sharma,12,9,Not Out,2019
CA Lynn,Shahbaz Ahmed,12,4,Not Out,2021
CA Lynn,Shakib Al Hasan,5,10,CA Lynn,2018
CA Lynn,Shakib Al Hasan,6,8,Not Out,2018
CA Lynn,Shakib Al Hasan,3,5,Not Out,2018
CA Lynn,Shakib Al Hasan,6,6,CA Lynn,2019
CA Lynn,Swapnil Singh,15,9,Not Out,2017
CA Lynn,TA Boult,12,9,Not Out,2018
CA Lynn,TA Boult,5,5,Not Out,2018
CA Lynn,TG Southee,2,2,Not Out,2016
CA Lynn,TG Southee,16,6,Not Out,2017
CA Lynn,TG Southee,11,8,Not Out,2018
CA Lynn,TG Southee,22,13,Not Out,2019
CA Lynn,UT Yadav,13,8,Not Out,2018
CA Lynn,VR Aaron,6,7,CA Lynn,2014
CA Lynn,VR Aaron,0,3,CA Lynn,2019
CA Lynn,Washington Sundar,5,3,CA Lynn,2021
CA Lynn,YS Chahal,9,6,Not Out,2014
CA Lynn,YS Chahal,1,3,CA Lynn,2016
CA Lynn,YS Chahal,34,12,Not Out,2017
CA Lynn,YS Chahal,1,3,Not Out,2018
CA Lynn,YS Chahal,19,18,Not Out,2018
CA Lynn,YS Chahal,10,9,Not Out,2019
CA Lynn,YS Chahal,13,11,RG Sharma,2021
CA Lynn,Yuvraj Singh,7,3,Not Out,2018
CA Pujara,A Kumble,1,4,Not Out,2009/10
CA Pujara,A Kumble,1,1,Not Out,2009/10
CA Pujara,A Mishra,8,6,Not Out,2011
CA Pujara,A Mishra,5,7,Not Out,2014
CA Pujara,A Nehra,11,7,Not Out,2014
CA Pujara,A Symonds,9,6,CA Pujara,2009/10
CA Pujara,AB Dinda,0,1,CA Pujara,2014
CA Pujara,AC Voges,2,3,Not Out,2009/10
CA Pujara,AC Voges,8,5,Not Out,2009/10
CA Pujara,AJ Finch,4,5,Not Out,2009/10
CA Pujara,Azhar Mahmood,8,9,Not Out,2013
CA Pujara,B Kumar,1,6,Not Out,2014
CA Pujara,B Lee,6,6,Not Out,2012
CA Pujara,CJ Anderson,4,3,CA Pujara,2014
CA Pujara,DAJ Bracewell,1,1,Not Out,2012
CA Pujara,DE Bollinger,0,1,CA Pujara,2012
CA Pujara,DJG Sammy,6,3,CA Pujara,2014
CA Pujara,DS Kulkarni,5,6,Not Out,2014
CA Pujara,DT Christian,2,2,Not Out,2011
CA Pujara,DW Steyn,0,4,Not Out,2009/10
CA Pujara,DW Steyn,2,4,Not Out,2009/10
CA Pujara,DW Steyn,10,5,CA Pujara,2011
CA Pujara,DW Steyn,13,7,Not Out,2014
CA Pujara,FY Fazal,1,1,Not Out,2009/10
CA Pujara,Harmeet Singh,5,4,Not Out,2009/10
CA Pujara,IK Pathan,2,2,Not Out,2011
CA Pujara,IK Pathan,4,5,Not Out,2012
CA Pujara,IK Pathan,7,11,Not Out,2013
CA Pujara,IK Pathan,1,1,Not Out,2014
CA Pujara,JA Morkel,6,6,Not Out,2014
CA Pujara,JH Kallis,1,2,Not Out,2009/10
CA Pujara,JH Kallis,13,4,CA Pujara,2009/10
CA Pujara,JH Kallis,0,3,CA Pujara,2012
CA Pujara,JJ Bumrah,4,7,Not Out,2014
CA Pujara,JP Faulkner,14,8,Not Out,2014
CA Pujara,JR Hopes,3,4,Not Out,2011
CA Pujara,Jaskaran Singh,1,2,Not Out,2009/10
CA Pujara,Jaskaran Singh,3,4,Not Out,2009/10
CA Pujara,KV Sharma,9,9,Not Out,2014
CA Pujara,KW Richardson,9,8,Not Out,2014
CA Pujara,Kamran Khan,6,5,Not Out,2009/10
CA Pujara,L Balaji,2,7,Not Out,2013
CA Pujara,M Morkel,1,4,Not Out,2011
CA Pujara,M Morkel,6,7,CA Pujara,2012
CA Pujara,M Morkel,6,3,Not Out,2013
CA Pujara,M Morkel,1,2,Not Out,2014
CA Pujara,MA Starc,3,10,Not Out,2014
CA Pujara,MG Neser,6,5,Not Out,2013
CA Pujara,MM Patel,9,5,Not Out,2009/10
CA Pujara,MM Sharma,1,1,Not Out,2014
CA Pujara,MS Gony,5,2,Not Out,2011
CA Pujara,MS Gony,14,10,CA Pujara,2013
CA Pujara,P Awana,0,1,CA Pujara,2013
CA Pujara,P Awana,14,12,Not Out,2013
CA Pujara,P Kumar,3,5,Not Out,2009/10
CA Pujara,P Kumar,4,8,Not Out,2013
CA Pujara,PP Chawla,13,13,Not Out,2013
CA Pujara,PV Tambe,7,10,Not Out,2014
CA Pujara,R Ashwin,1,3,Not Out,2011
CA Pujara,R Ashwin,1,2,CA Pujara,2014
CA Pujara,R Bhatia,5,5,Not Out,2014
CA Pujara,RP Singh,5,7,CA Pujara,2009/10
CA Pujara,S Kaul,4,4,CA Pujara,2013
CA Pujara,S Randiv,1,2,CA Pujara,2011
CA Pujara,SK Trivedi,5,7,CA Pujara,2009/10
CA Pujara,SK Trivedi,5,5,Not Out,2009/10
CA Pujara,SK Warne,5,5,Not Out,2009/10
CA Pujara,SK Warne,9,7,Not Out,2009/10
CA Pujara,SMSM Senanayake,3,7,CA Pujara,2013
CA Pujara,SR Watson,4,6,Not Out,2009/10
CA Pujara,STR Binny,0,1,Not Out,2014
CA Pujara,SW Tait,8,5,Not Out,2009/10
CA Pujara,Sandeep Sharma,11,10,Not Out,2013
CA Pujara,UT Yadav,7,6,Not Out,2014
CA Pujara,VR Aaron,1,3,Not Out,2014
CA Pujara,WPUJC Vaas,4,7,Not Out,2009/10
CA Pujara,Y Nagar,1,2,CA Pujara,2011
CA Pujara,YK Pathan,8,6,Not Out,2009/10
CA Pujara,Z Khan,11,10,Not Out,2014
CH Gayle,A Ashish Reddy,1,1,Not Out,2012
CH Gayle,A Chandila,1,5,Not Out,2012
CH Gayle,A Chandila,10,13,Not Out,2013
CH Gayle,A Chandila,12,5,Not Out,2013
CH Gayle,A Kumble,6,6,Not Out,2009
CH Gayle,A Mishra,6,7,Not Out,2009/10
CH Gayle,A Mishra,14,6,Not Out,2009/10
CH Gayle,A Mishra,9,4,Not Out,2012
CH Gayle,A Mishra,9,5,Not Out,2015
CH Gayle,A Mishra,7,3,Not Out,2017
CH Gayle,A Mishra,22,7,Not Out,2019
CH Gayle,A Nehra,24,12,CH Gayle,2012
CH Gayle,A Nehra,1,1,Not Out,2013
CH Gayle,A Nehra,7,8,Not Out,2015
CH Gayle,A Nehra,1,2,Not Out,2016
CH Gayle,A Nehra,12,5,Not Out,2017
CH Gayle,A Singh,7,4,Not Out,2012
CH Gayle,A Symonds,0,2,CH Gayle,2009/10
CH Gayle,AB Dinda,10,6,Not Out,2011
CH Gayle,AB Dinda,5,6,Not Out,2012
CH Gayle,AB Dinda,18,10,Not Out,2013
CH Gayle,AB McDonald,22,9,Not Out,2009/10
CH Gayle,AC Thomas,4,8,Not Out,2011
CH Gayle,AC Thomas,11,6,Not Out,2012
CH Gayle,AD Mascarenhas,23,13,Not Out,2009
CH Gayle,AD Mathews,11,8,Not Out,2012
CH Gayle,AD Mathews,1,5,CH Gayle,2012
CH Gayle,AD Mathews,2,2,Not Out,2013
CH Gayle,AD Mathews,2,4,Not Out,2015
CH Gayle,AD Russell,30,16,Not Out,2012
CH Gayle,AD Russell,6,3,Not Out,2015
CH Gayle,AD Russell,1,4,Not Out,2016
CH Gayle,AD Russell,13,7,Not Out,2016
CH Gayle,AD Russell,21,7,Not Out,2018
CH Gayle,AD Russell,11,8,CH Gayle,2018
CH Gayle,AD Russell,0,1,CH Gayle,2019
CH Gayle,AG Murtaza,43,11,Not Out,2013
CH Gayle,AJ Finch,28,5,Not Out,2013
CH Gayle,AJ Tye,2,3,Not Out,2017
CH Gayle,AJ Tye,0,1,CH Gayle,2017
CH Gayle,AL Menaria,7,4,Not Out,2011
CH Gayle,AM Nayar,8,5,Not Out,2011
CH Gayle,AM Nayar,8,3,Not Out,2012
CH Gayle,AN Ahmed,28,11,Not Out,2011
CH Gayle,AR Patel,24,14,CH Gayle,2015
CH Gayle,AR Patel,32,12,CH Gayle,2016
CH Gayle,AR Patel,4,4,Not Out,2019
CH Gayle,AR Patel,1,3,Not Out,2020/21
CH Gayle,AS Joseph,2,3,Not Out,2019
CH Gayle,AS Rajpoot,1,4,Not Out,2016
CH Gayle,Anand Rajan,11,7,CH Gayle,2012
CH Gayle,Anureet Singh,4,8,Not Out,2015
CH Gayle,Anureet Singh,0,1,Not Out,2015
CH Gayle,Avesh Khan,1,1,Not Out,2021
CH Gayle,Avesh Khan,6,4,Not Out,2021
CH Gayle,Azhar Mahmood,6,7,Not Out,2012
CH Gayle,Azhar Mahmood,10,9,CH Gayle,2012
CH Gayle,Azhar Mahmood,4,6,Not Out,2013
CH Gayle,B Kumar,7,10,Not Out,2012
CH Gayle,B Kumar,24,8,Not Out,2012
CH Gayle,B Kumar,11,7,Not Out,2013
CH Gayle,B Kumar,9,9,Not Out,2013
CH Gayle,B Kumar,1,2,Not Out,2014
CH Gayle,B Kumar,5,5,Not Out,2014
CH Gayle,B Kumar,8,7,Not Out,2015
CH Gayle,B Kumar,24,6,Not Out,2015
CH Gayle,B Kumar,0,3,CH Gayle,2016
CH Gayle,B Kumar,5,7,Not Out,2016
CH Gayle,B Kumar,10,8,Not Out,2017
CH Gayle,B Kumar,15,11,Not Out,2018
CH Gayle,B Kumar,10,8,Not Out,2019
CH Gayle,B Kumar,2,3,Not Out,2021
CH Gayle,B Lee,14,7,Not Out,2009/10
CH Gayle,B Lee,20,8,CH Gayle,2011
CH Gayle,B Lee,1,4,Not Out,2012
CH Gayle,B Lee,15,10,Not Out,2012
CH Gayle,BA Stokes,23,13,CH Gayle,2019
CH Gayle,BA Stokes,22,16,Not Out,2020/21
CH Gayle,BA Stokes,7,4,Not Out,2021
CH Gayle,BAW Mendis,2,5,Not Out,2013
CH Gayle,BB Sran,27,14,Not Out,2016
CH Gayle,BCJ Cutting,19,9,CH Gayle,2016
CH Gayle,BCJ Cutting,4,7,Not Out,2017
CH Gayle,BCJ Cutting,1,3,CH Gayle,2018
CH Gayle,BE Hendricks,3,2,Not Out,2015
CH Gayle,Basil Thampi,9,8,CH Gayle,2017
CH Gayle,Basil Thampi,2,3,Not Out,2017
CH Gayle,Basil Thampi,7,5,CH Gayle,2018
CH Gayle,C Sakariya,0,2,Not Out,2021
CH Gayle,CH Morris,0,4,CH Gayle,2013
CH Gayle,CH Morris,8,5,Not Out,2013
CH Gayle,CH Morris,15,9,Not Out,2015
CH Gayle,CH Morris,13,12,Not Out,2015
CH Gayle,CH Morris,0,1,CH Gayle,2016
CH Gayle,CH Morris,4,5,CH Gayle,2017
CH Gayle,CH Morris,3,10,Not Out,2020/21
CH Gayle,CH Morris,8,7,Not Out,2021
CH Gayle,CJ Anderson,6,6,Not Out,2017
CH Gayle,CJ Jordan,22,13,Not Out,2018
CH Gayle,CR Woakes,0,3,CH Gayle,2017
CH Gayle,CR Woakes,6,2,CH Gayle,2021
CH Gayle,CV Varun,15,5,Not Out,2020/21
